date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,16:38:36,15.3,1728.15,77.36,518.96,0.0,0.0,14,10,2,80.2,50139,13773,2103965696,1001112576
27-02-2022,16:38:37,3.1,1728.98,77.37,519.1,0.0,0.0,14,10,2,80.2,50140,13773,2104011776,1001112576
27-02-2022,16:38:38,12.0,1729.93,77.37,519.13,0.0,0.0,14,10,2,80.2,50140,13773,2104011776,1001112576
27-02-2022,16:38:39,35.1,1730.79,77.42,519.21,0.0,0.0,14,10,2,80.2,50140,13775,2104011776,1001174016
27-02-2022,16:38:40,14.7,1731.53,77.51,519.53,0.0,0.0,14,10,2,80.2,50140,13781,2104011776,1001219072
27-02-2022,16:38:41,11.2,1732.34,77.54,519.65,0.0,0.0,14,10,2,80.2,50140,13781,2104011776,1001219072
27-02-2022,16:38:42,7.4,1733.13,77.55,519.74,0.0,0.0,14,10,2,80.2,50140,13781,2104011776,1001219072
27-02-2022,16:38:43,9.7,1734.01,77.56,519.8,0.0,0.0,14,10,2,80.2,50140,13781,2104011776,1001219072
27-02-2022,16:38:44,12.6,1734.85,77.57,519.88,0.0,0.0,14,10,2,80.2,50140,13781,2104011776,1001219072
27-02-2022,16:38:45,9.8,1735.68,77.58,519.99,0.0,0.0,14,10,2,80.2,50140,13783,2104011776,1001260032
