date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,17:47:29,32.0,4566.48,227.64,1474.45,0.0,0.0,14,10,2,80.3,85201,34446,3586776064,1656869888
27-02-2022,17:47:30,41.5,4567.13,227.66,1474.8,0.0,0.0,14,10,2,80.3,85207,34446,3586788352,1656869888
27-02-2022,17:47:31,19.8,4567.67,227.67,1475.18,0.0,0.0,14,10,2,80.3,85208,34473,3586792448,1657111552
27-02-2022,17:47:32,37.1,4568.4,227.71,1475.33,0.0,0.0,14,10,2,80.3,85208,34473,3586792448,1657111552
27-02-2022,17:47:33,59.6,4569.0,227.72,1475.68,0.0,0.0,14,10,2,80.3,85208,34475,3586792448,1657172992
