date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
22-02-2022,12:52:09,27.6,9699.67,145.6,869.03,0.0,0.0,14,10,2,79.8,93017,36403,3236576256,1881703424
22-02-2022,12:52:10,18.8,9700.37,145.63,869.27,0.0,0.0,14,10,2,79.8,93019,36420,3236715520,1883898880
22-02-2022,12:52:11,14.6,9701.11,145.66,869.43,0.0,0.0,14,10,2,79.8,93019,36423,3236715520,1883952128
22-02-2022,12:52:12,12.5,9701.93,145.7,869.55,0.0,0.0,14,10,2,79.8,93019,36423,3236715520,1883952128
22-02-2022,12:52:13,13.5,9702.77,145.73,869.66,0.0,0.0,14,10,2,79.8,93019,36423,3236715520,1883952128
22-02-2022,12:52:14,13.4,9703.6,145.75,869.77,0.0,0.0,14,10,2,79.8,93019,36423,3236715520,1883952128
22-02-2022,12:52:15,14.6,9704.44,145.78,869.88,0.0,0.0,14,10,2,79.8,93019,36423,3236715520,1883952128
22-02-2022,12:52:16,12.4,9705.24,145.84,869.98,0.0,0.0,14,10,2,79.8,93019,36425,3236715520,1884021760
22-02-2022,12:52:17,14.7,9706.09,145.86,870.08,0.0,0.0,14,10,2,79.8,93019,36425,3236715520,1884021760
22-02-2022,12:52:18,12.5,9706.9,145.89,870.2,0.0,0.0,14,10,2,79.8,93019,36425,3236715520,1884021760
