date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,00:03:08,13.5,3259.59,85.12,583.72,0.0,0.0,14,10,2,80.1,78784,16238,2341779456,1119978496
27-02-2022,00:03:09,7.1,3260.41,85.14,583.83,0.0,0.0,14,10,2,80.1,78786,16238,2341828608,1119978496
27-02-2022,00:03:10,5.1,3261.32,85.16,583.88,0.0,0.0,14,10,2,80.1,78786,16238,2341828608,1119978496
27-02-2022,00:03:11,3.1,3262.24,85.16,583.93,0.0,0.0,14,10,2,80.1,78786,16240,2341828608,1120019456
27-02-2022,00:03:12,5.0,3263.19,85.16,583.96,0.0,0.0,14,10,2,80.1,78786,16240,2341828608,1120019456
27-02-2022,00:03:13,3.1,3264.14,85.17,584.0,0.0,0.0,14,10,2,80.1,78786,16240,2341828608,1120019456
27-02-2022,00:03:14,5.1,3265.08,85.17,584.03,0.0,0.0,14,10,2,80.1,78786,16240,2341828608,1120019456
27-02-2022,00:03:15,4.0,3266.02,85.18,584.07,0.0,0.0,14,10,2,80.1,78786,16240,2341828608,1120019456
27-02-2022,00:03:16,3.1,3266.97,85.19,584.1,0.0,0.0,14,10,2,80.1,78786,16240,2341828608,1120019456
27-02-2022,00:03:17,4.0,3267.91,85.19,584.13,0.0,0.0,14,10,2,80.1,78786,16240,2341828608,1120019456
