date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
24-02-2022,10:01:56,11.2,197.76,32.8,117.68,0.0,0.0,14,10,2,79.8,37885,6264,1586889728,477201408
24-02-2022,10:01:57,5.2,198.59,32.8,117.8,0.0,0.0,14,10,2,79.8,37886,6264,1586893824,477201408
24-02-2022,10:01:58,4.2,199.51,32.82,117.84,0.0,0.0,14,10,2,79.8,37887,6264,1586910208,477201408
24-02-2022,10:01:59,5.2,200.43,32.83,117.89,0.0,0.0,14,10,2,79.8,37887,6264,1586910208,477201408
24-02-2022,10:02:00,3.1,201.35,32.85,117.93,0.0,0.0,14,10,2,79.8,37887,6264,1586910208,477201408
24-02-2022,10:02:02,10.4,202.29,32.86,117.95,0.0,0.0,14,10,2,79.8,37887,6266,1586910208,477262848
24-02-2022,10:02:03,2.0,203.15,32.88,118.04,0.0,0.0,14,10,2,79.8,37887,6266,1586910208,477262848
24-02-2022,10:02:04,4.1,204.11,32.9,118.05,0.0,0.0,14,10,2,79.8,37887,6266,1586910208,477262848
24-02-2022,10:02:05,4.1,205.05,32.91,118.08,0.0,0.0,14,10,2,79.8,37887,6266,1586910208,477262848
24-02-2022,10:02:06,3.1,205.98,32.92,118.12,0.0,0.0,14,10,2,79.8,37887,6266,1586910208,477262848
