date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
22-02-2022,13:12:09,20.6,10619.83,182.58,1056.45,0.0,0.0,14,10,2,79.8,95115,39040,3320955904,1960334336
22-02-2022,13:12:10,8.4,10620.6,182.61,1056.62,0.0,0.0,14,10,2,79.8,95115,39040,3320955904,1960334336
22-02-2022,13:12:11,9.4,10621.47,182.62,1056.7,0.0,0.0,14,10,2,79.8,95115,39045,3320955904,1960444928
22-02-2022,13:12:12,9.3,10622.34,182.62,1056.8,0.0,0.0,14,10,2,79.8,95115,39045,3320955904,1960444928
22-02-2022,13:12:13,14.6,10623.22,182.64,1056.88,0.0,0.0,14,10,2,79.8,95115,39045,3320955904,1960444928
22-02-2022,13:12:14,10.5,10624.04,182.68,1056.99,0.0,0.0,14,10,2,79.8,95115,39045,3320955904,1960444928
22-02-2022,13:12:15,11.2,10624.89,182.7,1057.08,0.0,0.0,14,10,2,79.8,95115,39045,3320955904,1960444928
22-02-2022,13:12:16,10.4,10625.76,182.72,1057.16,0.0,0.0,14,10,2,79.8,95115,39045,3320955904,1960444928
22-02-2022,13:12:17,11.7,10626.59,182.73,1057.27,0.0,0.0,14,10,2,79.8,95115,39047,3320955904,1960514560
22-02-2022,13:12:18,13.4,10627.42,182.75,1057.37,0.0,0.0,14,10,2,79.8,95115,39047,3320955904,1960514560
