date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,00:11:04,17.5,3702.86,88.56,603.3,0.0,0.0,14,10,2,80.1,78878,16901,2343666688,1148404736
27-02-2022,00:11:05,4.1,3703.65,88.57,603.46,0.0,0.0,14,10,2,80.1,78884,16903,2343683072,1148474368
27-02-2022,00:11:06,7.1,3704.59,88.57,603.51,0.0,0.0,14,10,2,80.1,78884,16903,2343683072,1148474368
27-02-2022,00:11:07,4.1,3705.5,88.58,603.58,0.0,0.0,14,10,2,80.1,78884,16903,2343683072,1148474368
27-02-2022,00:11:08,4.1,3706.44,88.58,603.62,0.0,0.0,14,10,2,80.1,78884,16903,2343683072,1148474368
27-02-2022,00:11:09,7.1,3707.38,88.59,603.66,0.0,0.0,14,10,2,80.1,78884,16903,2343683072,1148474368
27-02-2022,00:11:10,6.2,3708.29,88.59,603.73,0.0,0.0,14,10,2,80.1,78884,16903,2343683072,1148474368
27-02-2022,00:11:11,3.1,3709.2,88.6,603.78,0.0,0.0,14,10,2,80.1,78884,16906,2343683072,1148511232
27-02-2022,00:11:12,4.1,3710.15,88.6,603.81,0.0,0.0,14,10,2,80.1,78884,16906,2343683072,1148511232
27-02-2022,00:11:13,4.1,3711.09,88.6,603.85,0.0,0.0,14,10,2,80.1,78884,16914,2343683072,1148544000
