date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,17:23:36,12.4,3457.37,191.53,1243.92,0.0,0.0,14,10,2,80.3,79085,29711,3373428736,1530852352
27-02-2022,17:23:37,5.2,3458.22,191.57,1244.0,0.0,0.0,14,10,2,80.3,79085,29826,3373428736,1532978176
27-02-2022,17:23:38,5.2,3459.11,191.58,1244.04,0.0,0.0,14,10,2,80.3,79085,29845,3373428736,1533289472
27-02-2022,17:23:39,4.2,3460.02,191.6,1244.07,0.0,0.0,14,10,2,80.3,79085,29845,3373428736,1533289472
27-02-2022,17:23:40,6.3,3460.93,191.61,1244.11,0.0,0.0,14,10,2,80.3,79085,29845,3373428736,1533289472
27-02-2022,17:23:41,14.6,3461.79,191.64,1244.14,0.0,0.0,14,10,2,80.3,79089,29845,3373477888,1533289472
27-02-2022,17:23:42,3.2,3462.57,191.67,1244.25,0.0,0.0,14,10,2,80.3,79093,29945,3373510656,1535026176
27-02-2022,17:23:43,2.1,3463.45,191.68,1244.27,0.0,0.0,14,10,2,80.3,79094,29945,3373514752,1535026176
27-02-2022,17:23:44,2.1,3464.34,191.69,1244.29,0.0,0.0,14,10,2,80.3,79096,29949,3373522944,1535149056
27-02-2022,17:23:45,5.2,3465.29,191.69,1244.33,0.0,0.0,14,10,2,80.3,79096,29949,3373522944,1535149056
