date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
22-02-2022,12:28:14,48.0,8654.31,97.86,582.82,0.0,0.0,14,10,2,79.6,71681,22587,2748224512,1521882112
22-02-2022,12:28:15,45.4,8654.82,97.9,583.26,0.0,0.0,14,10,2,79.6,71687,22587,2748703744,1521882112
22-02-2022,12:28:16,53.6,8655.35,97.94,583.66,0.0,0.0,14,10,2,79.6,71687,22587,2748703744,1521882112
22-02-2022,12:28:17,69.0,8655.8,97.96,584.16,0.0,0.0,14,10,2,79.6,71687,22587,2748703744,1521882112
22-02-2022,12:28:18,29.6,8656.11,98.01,584.8,0.0,0.0,14,10,2,79.6,71687,22587,2748703744,1521882112
22-02-2022,12:28:19,35.7,8656.8,98.06,585.05,0.0,0.0,14,10,2,79.6,71687,22589,2748703744,1522013184
22-02-2022,12:28:20,9.8,8657.42,98.1,585.37,0.0,0.0,14,10,2,79.6,71687,22592,2748703744,1522066432
22-02-2022,12:28:21,13.4,8658.34,98.13,585.44,0.0,0.0,14,10,2,79.6,71687,22592,2748703744,1522066432
22-02-2022,12:28:22,18.2,8659.18,98.14,585.56,0.0,0.0,14,10,2,79.6,71687,22592,2748703744,1522066432
22-02-2022,12:28:23,2.1,8659.98,98.16,585.73,0.0,0.0,14,10,2,79.6,71688,22592,2748707840,1522066432
