date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,16:53:36,68.7,2375.53,108.05,705.39,0.0,0.0,14,10,2,80.2,67906,19056,2992837632,1312093184
27-02-2022,16:53:37,52.6,2375.84,108.1,706.03,0.0,0.0,14,10,2,80.2,67909,19059,2992849920,1312203776
27-02-2022,16:53:38,70.7,2376.3,108.14,706.5,0.0,0.0,14,10,2,80.2,67909,19062,2992849920,1312244736
27-02-2022,16:53:39,39.2,2376.57,108.21,707.14,0.0,0.0,14,10,2,80.2,67916,19062,2993505280,1312244736
27-02-2022,16:53:40,46.3,2377.1,108.26,707.49,0.0,0.0,14,10,2,80.2,67932,19065,2995147776,1312281600
27-02-2022,16:53:41,30.5,2377.58,108.31,707.88,0.0,0.0,14,10,2,80.2,67940,19065,2995913728,1312281600
27-02-2022,16:53:42,61.9,2378.24,108.33,708.16,0.0,0.0,14,10,2,80.2,67941,19065,2995917824,1312281600
27-02-2022,16:53:43,41.2,2378.61,108.35,708.75,0.0,0.0,14,10,2,80.2,67942,19068,2995921920,1312355328
27-02-2022,16:53:44,15.2,2379.15,108.42,709.1,0.0,0.0,14,10,2,80.2,67943,19075,2995926016,1313088512
27-02-2022,16:53:45,11.3,2379.99,108.45,709.22,0.0,0.0,14,10,2,80.2,67944,19075,2995930112,1313088512
