date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,16:58:13,28.6,2563.37,117.24,771.27,0.0,0.0,14,10,2,80.2,69904,19987,3102480384,1331037184
27-02-2022,16:58:14,55.7,2564.04,117.26,771.54,0.0,0.0,14,10,2,80.2,69905,19987,3102484480,1331037184
27-02-2022,16:58:15,37.8,2564.45,117.36,771.98,0.0,0.0,14,10,2,80.2,69908,19999,3102685184,1331192832
27-02-2022,16:58:16,5.1,2565.05,117.4,772.32,0.0,0.0,14,10,2,80.2,69912,19999,3102795776,1331192832
27-02-2022,16:58:17,3.1,2565.98,117.41,772.37,0.0,0.0,14,10,2,80.2,69912,19999,3102795776,1331192832
27-02-2022,16:58:18,13.1,2566.87,117.42,772.4,0.0,0.0,14,10,2,80.2,69912,20002,3102795776,1331241984
27-02-2022,16:58:19,47.9,2567.67,117.44,772.52,0.0,0.0,14,10,2,80.2,69914,20002,3102803968,1331241984
27-02-2022,16:58:20,5.3,2568.17,117.5,772.92,0.0,0.0,14,10,2,80.2,69915,20002,3102808064,1331241984
27-02-2022,16:58:21,15.2,2569.04,117.54,772.94,0.0,0.0,14,10,2,80.2,69915,20045,3102808064,1332212736
27-02-2022,16:58:22,47.9,2569.84,117.57,773.06,0.0,0.0,14,10,2,80.2,69969,20045,3105490944,1332212736
