date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,16:48:36,85.9,2182.87,93.64,625.79,0.0,0.0,14,10,2,80.2,57932,17623,2422788096,1287738368
27-02-2022,16:48:37,37.5,2183.01,93.69,626.6,0.0,0.0,14,10,2,80.2,57935,17626,2422812672,1287840768
27-02-2022,16:48:38,40.4,2183.61,93.7,626.95,0.0,0.0,14,10,2,80.2,57935,17626,2422812672,1287840768
27-02-2022,16:48:39,26.3,2184.17,93.74,627.3,0.0,0.0,14,10,2,80.2,57935,17626,2422812672,1287840768
27-02-2022,16:48:40,30.4,2184.87,93.77,627.52,0.0,0.0,14,10,2,80.2,57935,17626,2422812672,1287840768
27-02-2022,16:48:41,14.0,2185.58,93.87,627.75,0.0,0.0,14,10,2,80.2,57935,17628,2422812672,1288467456
27-02-2022,16:48:42,12.1,2186.38,93.91,627.86,0.0,0.0,14,10,2,80.2,57935,17628,2422812672,1288467456
27-02-2022,16:48:43,8.4,2187.21,93.94,627.95,0.0,0.0,14,10,2,80.2,57935,17630,2422812672,1288512512
27-02-2022,16:48:44,9.3,2188.08,93.94,628.03,0.0,0.0,14,10,2,80.2,57935,17630,2422812672,1288512512
27-02-2022,16:48:45,19.2,2188.96,93.97,628.1,0.0,0.0,14,10,2,80.2,57935,17630,2422812672,1288512512
