date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes
27-02-2022,16:33:36,5.1,1530.73,68.55,435.24,0.0,0.0,14,10,2,80.2,47851,12442,2035312640,943580160
27-02-2022,16:33:37,8.2,1531.66,68.55,435.29,0.0,0.0,14,10,2,80.2,47851,12442,2035312640,943580160
27-02-2022,16:33:38,32.2,1532.56,68.56,435.36,0.0,0.0,14,10,2,80.2,47851,12444,2035312640,943662080
27-02-2022,16:33:39,70.4,1533.17,68.63,435.58,0.0,0.0,14,10,2,80.2,47852,12444,2035320832,943662080
27-02-2022,16:33:40,97.9,1533.42,68.72,436.18,0.0,0.0,14,10,2,80.2,48350,12451,2052786176,946574336
27-02-2022,16:33:41,79.2,1533.42,68.92,436.92,0.0,0.0,14,10,2,80.2,48877,12540,2066003968,968561664
27-02-2022,16:33:42,50.0,1533.62,69.0,437.6,0.0,0.0,14,10,2,80.2,49021,12540,2072729600,968561664
27-02-2022,16:33:43,15.2,1534.09,69.03,438.05,0.0,0.0,14,10,2,80.2,49022,12551,2072733696,968758272
27-02-2022,16:33:44,26.2,1534.87,69.04,438.19,0.0,0.0,14,10,2,80.2,49022,12551,2072733696,968758272
27-02-2022,16:33:45,14.1,1535.63,69.09,438.41,0.0,0.0,14,10,2,80.2,49022,12551,2072733696,968758272
