date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out,packet_in,packet_out
29-03-2022,15:20:29,2.0,11304.31,209.42,3959.21,0.0,2592.002,14897128,11415592,2705088,80.8,52903,27743,2163922944,1761747968,0,0,0,0
