date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out,packet_in,packet_out
24-04-2022,18:08:17,8.1,3634.69,130.6,577.92,0.0,2592.002,9736500,8490852,731344,92.1,250204,9927,16674385920,827495424,0,0,0,0
