date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out,packet_in,packet_out
29-03-2022,13:27:50,100.0,6027.44,141.96,2735.17,0.0,2592.002,14897128,11324248,2796432,80.2,48376,19854,1960186880,1198130176,0,0,0,0
