date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out,packet_in,packet_out
29-03-2022,12:05:50,28.9,3541.77,70.16,455.25,0.0,2592.002,14897128,11322364,2798316,80.2,41569,13045,1657558016,727614464,60,0,1,0
