TimeStamp,Dst_IP,Source_IP
2022-03-24_10-24-10,192.168.66.240,20.42.65.84
2022-03-24_10-24-10,20.42.65.84,192.168.66.240
2022-03-24_10-24-10,20.42.65.84,192.168.66.240
2022-03-24_10-24-10,192.168.66.240,20.42.65.84
2022-03-24_10-24-10,??,??
2022-03-24_10-24-10,??,??
2022-03-24_10-24-10,192.168.66.240,117.18.232.200
2022-03-24_10-24-10,117.18.232.200,192.168.66.240
2022-03-24_10-24-10,192.168.66.82,192.168.66.240
2022-03-24_10-24-10,224.0.0.251,192.168.66.240
2022-03-24_10-24-10,13.107.5.93,192.168.66.240
2022-03-24_10-24-10,??,??
2022-03-24_10-24-10,??,??
2022-03-24_10-24-10,192.168.66.240,13.107.5.93
2022-03-24_10-24-10,117.18.232.200,192.168.66.240
2022-03-24_10-24-10,192.168.66.240,117.18.232.200
2022-03-24_10-24-10,13.107.42.18,192.168.66.240
2022-03-24_10-24-10,192.168.66.240,13.107.42.18
2022-03-24_10-24-10,??,??
2022-03-24_10-24-10,??,??
2022-03-24_10-24-10,13.107.42.18,192.168.66.240
2022-03-24_10-24-10,192.168.66.240,13.107.42.18
2022-03-24_10-24-10,192.168.66.82,192.168.66.240
2022-03-24_10-24-10,192.168.66.82,192.168.66.240
2022-03-24_10-24-10,192.168.66.240,192.168.66.82
