date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out
28-03-2022,14:44:38,100.0,14803.19,342.7,2931.79,0.0,2592.002,14897128,11412292,2708388,80.8,68991,64233,2356454400,1843799040,0.0,0.0
