date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out
28-03-2022,14:22:42,3.1,13833.02,312.43,2679.99,0.0,2592.002,14897128,11410160,2710520,80.8,67152,58638,2275428352,1770718208,0.0,0.0
