date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out
28-03-2022,14:04:13,33.0,13319.28,291.6,2125.77,0.0,2592.002,14897128,11408272,2712408,80.8,60183,51096,2112818176,1601414144,0.009,0.285
