date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out
28-03-2022,14:41:38,4.2,14647.81,339.2,2919.24,0.0,2592.002,14897128,11412296,2708384,80.8,68956,63812,2355494912,1836061696,0.001,0.001
