date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out
28-03-2022,14:29:42,14.4,14071.56,322.11,2835.58,0.0,2592.002,14897128,11410888,2709792,80.8,68429,60654,2338625536,1794745344,0.009,0.01
