date,time,cpu_load,idle_time_cpu,kernal_process_time_cpu,normal_process_time_usermode_cpu,freq_max,freq_min,disk_usage_total,disk_usage_used,disk_usage_free,disk_usage_in_percent,disk_reading_count,disk_writing_count,disk_reading_bytes,disk_writing_bytes,net_in,net_out
28-03-2022,14:28:18,100.0,14048.18,320.57,2779.04,0.0,2592.002,14897128,11410720,2709960,80.8,68375,60269,2337363968,1790313472,0.0,0.0
